"COMPONENT","STATUS","LOGICAL-CLOCK-TIMESTAMP"
"MotionSensor","motion-detected","66732"
"DoorSensor","false","66735"
"MotionSensor","motion-detected","66741"
"DoorSensor","false","66744"
"MotionSensor","motion-detected","66750"
"DoorSensor","false","66753"
"MotionSensor","motion-detected","66759"
"DoorSensor","false","66762"
"MotionSensor","motion-detected","66768"
"DoorSensor","false","66771"
"MotionSensor","motion-detected","66777"
"DoorSensor","false","66780"
"MotionSensor","motion-detected","66786"
"DoorSensor","false","66789"
"MotionSensor","motion-detected","66795"
"DoorSensor","false","66798"
"MotionSensor","motion-detected","66804"
"DoorSensor","false","66807"
"MotionSensor","motion-detected","66813"
"DoorSensor","false","66816"
"MotionSensor","motion-detected","66822"
"DoorSensor","false","66825"
"MotionSensor","motion-detected","66831"
"DoorSensor","false","66834"
"MotionSensor","motion-detected","66840"
"DoorSensor","false","66843"
"MotionSensor","motion-detected","66849"
"DoorSensor","false","66852"
"MotionSensor","motion-detected","66858"
"DoorSensor","false","66861"
"MotionSensor","motion-detected","66867"
"DoorSensor","false","66870"
"MotionSensor","motion-detected","66876"
"DoorSensor","false","66879"
"MotionSensor","motion-detected","66885"
"DoorSensor","false","66888"
"MotionSensor","motion-detected","66894"
"DoorSensor","false","66897"
"MotionSensor","motion-detected","66903"
"DoorSensor","false","66906"
"MotionSensor","motion-detected","66912"
"DoorSensor","false","66915"
"MotionSensor","motion-detected","66921"
"DoorSensor","false","66924"
"MotionSensor","motion-detected","66930"
"DoorSensor","false","66933"
"MotionSensor","motion-detected","66939"
"DoorSensor","false","66942"
"MotionSensor","motion-detected","66948"
"DoorSensor","false","66951"
"MotionSensor","motion-detected","66957"
"DoorSensor","false","66960"
"MotionSensor","motion-detected","66966"
"DoorSensor","false","66969"
"MotionSensor","motion-detected","66975"
"DoorSensor","false","66978"
"MotionSensor","motion-detected","66984"
"DoorSensor","false","66987"
"MotionSensor","motion-detected","66993"
"DoorSensor","false","66996"
"MotionSensor","motion-detected","67002"
"DoorSensor","false","67005"
"MotionSensor","motion-detected","67011"
"DoorSensor","false","67014"
"MotionSensor","motion-detected","67020"
"DoorSensor","false","67023"
"MotionSensor","motion-detected","67029"
"DoorSensor","false","67032"
"MotionSensor","motion-detected","67038"
"DoorSensor","false","67041"
"MotionSensor","motion-detected","67047"
"DoorSensor","false","67050"
"MotionSensor","motion-detected","67056"
"DoorSensor","false","67059"
"MotionSensor","motion-detected","67065"
"DoorSensor","false","67068"
"MotionSensor","motion-detected","67074"
"DoorSensor","false","67077"
"MotionSensor","motion-detected","67083"
"DoorSensor","false","67086"
"MotionSensor","motion-detected","67092"
"DoorSensor","false","67095"
"MotionSensor","motion-detected","67101"
"DoorSensor","false","67104"
"MotionSensor","motion-detected","67110"
"DoorSensor","false","67113"
"MotionSensor","motion-detected","67119"
"DoorSensor","false","67122"
"MotionSensor","motion-detected","67128"
"DoorSensor","false","67131"
"MotionSensor","motion-detected","67137"
"DoorSensor","false","67140"
"MotionSensor","motion-detected","67146"
"DoorSensor","false","67149"
"MotionSensor","motion-detected","67155"
"DoorSensor","false","67158"
"MotionSensor","motion-detected","67164"
"DoorSensor","false","67167"
"MotionSensor","motion-detected","67173"
"DoorSensor","false","67176"
"MotionSensor","motion-detected","67182"
"DoorSensor","false","67185"
"MotionSensor","motion-detected","67191"
"DoorSensor","false","67194"
"MotionSensor","motion-detected","67200"
"DoorSensor","false","67203"
"MotionSensor","motion-detected","67209"
"DoorSensor","false","67212"
"MotionSensor","motion-detected","67218"
"DoorSensor","false","67221"
"MotionSensor","motion-detected","67227"
"DoorSensor","false","67230"
"MotionSensor","motion-detected","67236"
"DoorSensor","false","67239"
"MotionSensor","motion-detected","67245"
"DoorSensor","false","67248"
"MotionSensor","motion-detected","67254"
"DoorSensor","false","67257"
"MotionSensor","motion-detected","67263"
"DoorSensor","false","67266"
"MotionSensor","motion-detected","67272"
"DoorSensor","false","67275"
"MotionSensor","motion-detected","67281"
"DoorSensor","false","67284"
"MotionSensor","motion-detected","67290"
"DoorSensor","false","67293"
"MotionSensor","motion-detected","67299"
"DoorSensor","false","67302"
"MotionSensor","motion-detected","67308"
"DoorSensor","false","67311"
"MotionSensor","motion-detected","67317"
"DoorSensor","false","67320"
"MotionSensor","motion-detected","67326"
"DoorSensor","false","67329"
"MotionSensor","motion-detected","67335"
"DoorSensor","false","67338"
"MotionSensor","motion-detected","67344"
"DoorSensor","false","67347"
"MotionSensor","motion-detected","67353"
"DoorSensor","false","67356"
"MotionSensor","motion-detected","67362"
"DoorSensor","false","67365"
"MotionSensor","motion-detected","67371"
"DoorSensor","false","67374"
"MotionSensor","motion-detected","67380"
"DoorSensor","false","67383"
"MotionSensor","motion-detected","67389"
"DoorSensor","false","67392"
"MotionSensor","motion-detected","67398"
"DoorSensor","false","67401"
"MotionSensor","motion-detected","67407"
"DoorSensor","false","67410"
"MotionSensor","motion-detected","67416"
"DoorSensor","false","67419"
"MotionSensor","motion-detected","67425"
"DoorSensor","false","67428"
"MotionSensor","motion-detected","67434"
"DoorSensor","false","67437"
"MotionSensor","motion-detected","67443"
"DoorSensor","false","67446"
"MotionSensor","motion-detected","67452"
"DoorSensor","false","67455"
"MotionSensor","motion-detected","67461"
"DoorSensor","false","67464"
"MotionSensor","motion-detected","67470"
"DoorSensor","false","67473"
"MotionSensor","motion-detected","67479"
"DoorSensor","false","67482"
"MotionSensor","motion-detected","67488"
"DoorSensor","false","67491"
"MotionSensor","motion-detected","67497"
"DoorSensor","false","67500"
"MotionSensor","motion-detected","67506"
"DoorSensor","false","67509"
"MotionSensor","motion-detected","67515"
"DoorSensor","false","67518"
"MotionSensor","motion-detected","67524"
"DoorSensor","false","67527"
"MotionSensor","motion-detected","67533"
"DoorSensor","false","67536"
"MotionSensor","motion-detected","67542"
"DoorSensor","false","67545"
"MotionSensor","motion-detected","67551"
"DoorSensor","false","67554"
"MotionSensor","motion-detected","67560"
"DoorSensor","false","67563"
"MotionSensor","motion-detected","67569"
"DoorSensor","false","67572"
"MotionSensor","motion-detected","67578"
"DoorSensor","false","67581"
"MotionSensor","motion-detected","67587"
"DoorSensor","false","67590"
"MotionSensor","motion-detected","67596"
"DoorSensor","false","67599"
"MotionSensor","motion-detected","67605"
"DoorSensor","false","67608"
"MotionSensor","motion-detected","67614"
"DoorSensor","false","67617"
"MotionSensor","motion-detected","67623"
"DoorSensor","false","67626"
"MotionSensor","motion-detected","67632"
"DoorSensor","false","67635"
"MotionSensor","motion-detected","67641"
"DoorSensor","false","67644"
"MotionSensor","motion-detected","67650"
"DoorSensor","false","67653"
"MotionSensor","motion-detected","67659"
"DoorSensor","false","67662"
"MotionSensor","motion-detected","67668"
"DoorSensor","false","67671"
"MotionSensor","motion-detected","67677"
"DoorSensor","false","67680"
"MotionSensor","motion-detected","67686"
"DoorSensor","false","67689"
"MotionSensor","motion-detected","67695"
"DoorSensor","false","67698"
"MotionSensor","motion-detected","67704"
"DoorSensor","false","67707"
"MotionSensor","motion-detected","67713"
"DoorSensor","false","67716"
"MotionSensor","motion-detected","67722"
"DoorSensor","false","67725"
"MotionSensor","motion-detected","67731"
"DoorSensor","false","67734"
"MotionSensor","motion-detected","67740"
"DoorSensor","false","67743"
"MotionSensor","motion-detected","67749"
"DoorSensor","false","67752"
"MotionSensor","motion-detected","67758"
"DoorSensor","false","67761"
"MotionSensor","motion-detected","67767"
"DoorSensor","false","67770"
"MotionSensor","motion-detected","67776"
"DoorSensor","false","67779"
"MotionSensor","motion-detected","67785"
"DoorSensor","false","67788"
"MotionSensor","motion-detected","67794"
"DoorSensor","false","67797"
"MotionSensor","motion-detected","67803"
"DoorSensor","false","67806"
"MotionSensor","motion-detected","67812"
"DoorSensor","false","67815"
"MotionSensor","motion-detected","67821"
"DoorSensor","false","67824"
"MotionSensor","motion-detected","67830"
"DoorSensor","false","67833"
"MotionSensor","motion-detected","67839"
"DoorSensor","false","67842"
"MotionSensor","motion-detected","67848"
"DoorSensor","false","67851"
"MotionSensor","motion-detected","67857"
"DoorSensor","false","67860"
"MotionSensor","motion-detected","67866"
"DoorSensor","false","67869"
"MotionSensor","motion-detected","67875"
"DoorSensor","false","67878"
"MotionSensor","motion-detected","67884"
"DoorSensor","false","67887"
"MotionSensor","motion-detected","67893"
"DoorSensor","false","67896"
"MotionSensor","motion-detected","67902"
"DoorSensor","false","67905"
"MotionSensor","motion-detected","67911"
"DoorSensor","false","67914"
"MotionSensor","motion-detected","67920"
"DoorSensor","false","67923"
"MotionSensor","motion-detected","67929"
"DoorSensor","false","67932"
"MotionSensor","motion-detected","67938"
"DoorSensor","false","67941"
"MotionSensor","motion-detected","67947"
"DoorSensor","false","67950"
"MotionSensor","motion-detected","67956"
"DoorSensor","false","67959"
"MotionSensor","motion-detected","67965"
"DoorSensor","false","67968"
"MotionSensor","motion-detected","67974"
"DoorSensor","false","67977"
"MotionSensor","motion-detected","67983"
"DoorSensor","false","67986"
"MotionSensor","motion-detected","67992"
"DoorSensor","false","67995"
"MotionSensor","motion-detected","68001"
"DoorSensor","false","68004"
"MotionSensor","motion-detected","68010"
"DoorSensor","false","68013"
"MotionSensor","motion-detected","68019"
"DoorSensor","false","68022"
"MotionSensor","motion-detected","68028"
"DoorSensor","false","68031"
"MotionSensor","motion-detected","68037"
"DoorSensor","false","68040"
"MotionSensor","motion-detected","68046"
"DoorSensor","false","68049"
"MotionSensor","motion-detected","68055"
"DoorSensor","false","68058"
"MotionSensor","motion-detected","68064"
"DoorSensor","false","68067"
"MotionSensor","motion-detected","68073"
"DoorSensor","false","68076"
"MotionSensor","motion-detected","68082"
"DoorSensor","false","68085"
"MotionSensor","motion-detected","68091"
"DoorSensor","false","68094"
"MotionSensor","motion-detected","68100"
"DoorSensor","false","68103"
"MotionSensor","motion-detected","68109"
"DoorSensor","false","68112"
"MotionSensor","motion-detected","68118"
"DoorSensor","false","68121"
"MotionSensor","motion-detected","68127"
"DoorSensor","false","68130"
"MotionSensor","motion-detected","68136"
"DoorSensor","false","68139"
"MotionSensor","motion-detected","68145"
"DoorSensor","false","68148"
"MotionSensor","motion-detected","68154"
"DoorSensor","false","68157"
"MotionSensor","motion-detected","68163"
"DoorSensor","false","68166"
"MotionSensor","motion-detected","68172"
"DoorSensor","false","68175"
"MotionSensor","motion-detected","68181"
"DoorSensor","false","68184"
"MotionSensor","motion-detected","68190"
"DoorSensor","false","68193"
"MotionSensor","motion-detected","68199"
"DoorSensor","false","68202"
"MotionSensor","motion-detected","68208"
"DoorSensor","false","68211"
"MotionSensor","motion-detected","68217"
"DoorSensor","false","68220"
"MotionSensor","motion-detected","68226"
"DoorSensor","false","68229"
"MotionSensor","motion-detected","68235"
"DoorSensor","false","68238"
"MotionSensor","motion-detected","68244"
"DoorSensor","false","68247"
"MotionSensor","motion-detected","68253"
"DoorSensor","false","68256"
"MotionSensor","motion-detected","68262"
"DoorSensor","false","68265"
"MotionSensor","motion-detected","68271"
"DoorSensor","false","68274"
"MotionSensor","motion-detected","68280"
"DoorSensor","false","68283"
"MotionSensor","motion-detected","68289"
"DoorSensor","false","68292"
"MotionSensor","motion-detected","68298"
"DoorSensor","false","68301"
"MotionSensor","motion-detected","68307"
"DoorSensor","false","68310"
"MotionSensor","motion-detected","68316"
"DoorSensor","false","68319"
"MotionSensor","motion-detected","68325"
"DoorSensor","false","68328"
"MotionSensor","motion-detected","68334"
"DoorSensor","false","68337"
"MotionSensor","motion-detected","68343"
"DoorSensor","false","68346"
"MotionSensor","motion-detected","68352"
"DoorSensor","false","68355"
"MotionSensor","motion-detected","68361"
"DoorSensor","false","68364"
"MotionSensor","motion-detected","68370"
"DoorSensor","false","68373"
"MotionSensor","motion-detected","68379"
"DoorSensor","false","68382"
"MotionSensor","motion-detected","68388"
"DoorSensor","false","68391"
"MotionSensor","motion-detected","68397"
"DoorSensor","false","68400"
"MotionSensor","motion-detected","68406"
"DoorSensor","false","68409"
"MotionSensor","motion-detected","68415"
"DoorSensor","false","68418"
"MotionSensor","motion-detected","68424"
"DoorSensor","false","68427"
"MotionSensor","motion-detected","68433"
"DoorSensor","false","68436"
"MotionSensor","motion-detected","68442"
"DoorSensor","false","68445"
"MotionSensor","motion-detected","68451"
"DoorSensor","false","68454"
"MotionSensor","motion-detected","68460"
"DoorSensor","false","68463"
"MotionSensor","motion-detected","68469"
"DoorSensor","false","68472"
"MotionSensor","motion-detected","68478"
"DoorSensor","false","68481"
"MotionSensor","motion-detected","68487"
"DoorSensor","false","68490"
"MotionSensor","motion-detected","68496"
"DoorSensor","false","68499"
"MotionSensor","motion-detected","68505"
"DoorSensor","false","68508"
"MotionSensor","motion-detected","68514"
"DoorSensor","false","68517"
"MotionSensor","motion-detected","68523"
"DoorSensor","false","68526"
"MotionSensor","motion-detected","68532"
"DoorSensor","false","68535"
"MotionSensor","motion-detected","68541"
"DoorSensor","false","68544"
"MotionSensor","motion-detected","68550"
"DoorSensor","false","68553"
"MotionSensor","motion-detected","68559"
"DoorSensor","false","68562"
"MotionSensor","motion-detected","68568"
"DoorSensor","false","68571"
"MotionSensor","motion-detected","68577"
"DoorSensor","false","68580"
"MotionSensor","motion-detected","68586"
"DoorSensor","false","68589"
