"COMPONENT","STATUS","LOGICAL-CLOCK-TIMESTAMP"
"DoorSensor","false","62807"
"MotionSensor","motion-detected","62813"
"DoorSensor","false","62816"
"MotionSensor","motion-detected","62822"
"DoorSensor","false","62825"
"MotionSensor","motion-detected","62831"
"DoorSensor","false","62834"
"MotionSensor","motion-detected","62840"
"DoorSensor","false","62843"
"MotionSensor","motion-detected","62849"
"DoorSensor","false","62852"
"MotionSensor","motion-detected","62858"
"DoorSensor","false","62861"
"MotionSensor","motion-detected","62867"
"DoorSensor","false","62870"
"MotionSensor","motion-detected","62876"
"DoorSensor","false","62879"
"MotionSensor","motion-detected","62885"
"DoorSensor","false","62888"
"MotionSensor","motion-detected","62894"
"DoorSensor","false","62897"
"MotionSensor","motion-detected","62903"
"DoorSensor","false","62906"
"MotionSensor","motion-detected","62912"
"DoorSensor","false","62915"
"MotionSensor","motion-detected","62921"
"DoorSensor","false","62924"
"MotionSensor","motion-detected","62930"
"DoorSensor","false","62933"
"MotionSensor","motion-detected","62939"
"DoorSensor","false","62942"
"MotionSensor","motion-detected","62948"
"DoorSensor","false","62951"
"MotionSensor","motion-detected","62957"
"DoorSensor","false","62960"
"MotionSensor","motion-detected","62966"
"DoorSensor","false","62969"
"MotionSensor","motion-detected","62975"
"DoorSensor","false","62978"
"MotionSensor","motion-detected","62984"
"DoorSensor","false","62987"
"MotionSensor","motion-detected","62993"
"DoorSensor","false","62996"
"MotionSensor","motion-detected","63002"
"DoorSensor","false","63005"
"MotionSensor","motion-detected","63011"
"DoorSensor","false","63014"
"MotionSensor","motion-detected","63020"
"DoorSensor","false","63023"
"MotionSensor","motion-detected","63029"
"DoorSensor","false","63032"
"MotionSensor","motion-detected","63038"
"DoorSensor","false","63041"
"MotionSensor","motion-detected","63047"
"DoorSensor","false","63050"
"MotionSensor","motion-detected","63056"
"DoorSensor","false","63059"
"MotionSensor","motion-detected","63065"
"DoorSensor","false","63068"
"MotionSensor","motion-detected","63074"
"DoorSensor","false","63077"
"MotionSensor","motion-detected","63083"
"DoorSensor","false","63086"
"MotionSensor","motion-detected","63092"
"DoorSensor","false","63095"
"MotionSensor","motion-detected","63101"
"DoorSensor","false","63104"
"MotionSensor","motion-detected","63110"
"DoorSensor","false","63113"
"MotionSensor","motion-detected","63119"
"DoorSensor","false","63122"
"MotionSensor","motion-detected","63128"
"DoorSensor","false","63131"
"MotionSensor","motion-detected","63137"
"DoorSensor","false","63140"
"MotionSensor","motion-detected","63146"
"DoorSensor","false","63149"
"MotionSensor","motion-detected","63155"
"DoorSensor","false","63158"
"MotionSensor","motion-detected","63164"
"DoorSensor","false","63167"
"MotionSensor","motion-detected","63173"
"DoorSensor","false","63176"
"MotionSensor","motion-detected","63182"
"DoorSensor","false","63185"
"MotionSensor","motion-detected","63191"
"DoorSensor","false","63194"
"MotionSensor","motion-detected","63200"
"DoorSensor","false","63203"
"MotionSensor","motion-detected","63209"
"DoorSensor","false","63212"
"MotionSensor","motion-detected","63218"
"DoorSensor","false","63221"
"MotionSensor","motion-detected","63227"
"DoorSensor","false","63230"
"MotionSensor","motion-detected","63236"
"DoorSensor","false","63239"
"MotionSensor","motion-detected","63245"
"DoorSensor","false","63248"
"MotionSensor","motion-detected","63254"
"DoorSensor","false","63257"
"MotionSensor","motion-detected","63263"
"DoorSensor","false","63266"
"MotionSensor","motion-detected","63272"
"DoorSensor","false","63275"
"MotionSensor","motion-detected","63281"
"DoorSensor","false","63284"
"MotionSensor","motion-detected","63290"
"DoorSensor","false","63293"
"MotionSensor","motion-detected","63299"
"DoorSensor","false","63302"
"MotionSensor","motion-detected","63308"
"DoorSensor","false","63311"
"MotionSensor","motion-detected","63317"
"DoorSensor","false","63320"
"MotionSensor","motion-detected","63326"
"DoorSensor","false","63329"
"MotionSensor","motion-detected","63335"
"DoorSensor","false","63338"
"MotionSensor","motion-detected","63344"
"DoorSensor","false","63347"
"MotionSensor","motion-detected","63353"
"DoorSensor","false","63356"
"MotionSensor","motion-detected","63362"
"DoorSensor","false","63365"
"MotionSensor","motion-detected","63371"
"DoorSensor","false","63374"
"MotionSensor","motion-detected","63380"
"DoorSensor","false","63383"
"MotionSensor","motion-detected","63389"
"DoorSensor","false","63392"
"MotionSensor","motion-detected","63398"
"DoorSensor","false","63401"
"MotionSensor","motion-detected","63407"
"DoorSensor","false","63410"
"MotionSensor","motion-detected","63416"
"DoorSensor","false","63419"
"MotionSensor","motion-detected","63425"
"DoorSensor","false","63428"
"MotionSensor","motion-detected","63434"
"DoorSensor","false","63437"
"MotionSensor","motion-detected","63443"
"DoorSensor","false","63446"
"MotionSensor","motion-detected","63452"
"DoorSensor","false","63455"
"MotionSensor","motion-detected","63461"
"DoorSensor","false","63464"
"MotionSensor","motion-detected","63470"
"DoorSensor","false","63473"
"MotionSensor","motion-detected","63479"
"DoorSensor","false","63482"
"MotionSensor","motion-detected","63488"
"DoorSensor","false","63491"
"MotionSensor","motion-detected","63497"
"DoorSensor","false","63500"
"MotionSensor","motion-detected","63506"
"DoorSensor","false","63509"
"MotionSensor","motion-detected","63515"
"DoorSensor","false","63518"
"MotionSensor","motion-detected","63524"
"DoorSensor","false","63527"
"MotionSensor","motion-detected","63533"
"DoorSensor","false","63536"
"MotionSensor","motion-detected","63542"
"DoorSensor","false","63545"
"MotionSensor","motion-detected","63551"
"DoorSensor","false","63554"
"MotionSensor","motion-detected","63560"
"DoorSensor","false","63563"
"MotionSensor","motion-detected","63569"
"DoorSensor","false","63572"
"MotionSensor","motion-detected","63578"
"DoorSensor","false","63581"
"MotionSensor","motion-detected","63587"
"DoorSensor","false","63590"
"MotionSensor","motion-detected","63596"
"DoorSensor","false","63599"
"MotionSensor","motion-detected","63605"
"DoorSensor","false","63608"
"MotionSensor","motion-detected","63614"
"DoorSensor","false","63617"
"MotionSensor","motion-detected","63623"
"DoorSensor","false","63626"
"MotionSensor","motion-detected","63632"
"DoorSensor","false","63635"
"MotionSensor","motion-detected","63641"
"DoorSensor","false","63644"
"MotionSensor","motion-detected","63650"
"DoorSensor","false","63653"
"MotionSensor","motion-detected","63659"
"DoorSensor","false","63662"
"MotionSensor","motion-detected","63668"
"DoorSensor","false","63671"
"MotionSensor","motion-detected","63677"
"DoorSensor","false","63680"
"MotionSensor","motion-detected","63686"
"DoorSensor","false","63689"
"MotionSensor","motion-detected","63695"
"DoorSensor","false","63698"
"MotionSensor","motion-detected","63704"
"DoorSensor","false","63707"
"MotionSensor","motion-detected","63713"
"DoorSensor","false","63716"
"MotionSensor","motion-detected","63722"
"DoorSensor","false","63725"
"MotionSensor","motion-detected","63731"
"DoorSensor","false","63734"
"MotionSensor","motion-detected","63740"
"DoorSensor","false","63743"
"MotionSensor","motion-detected","63749"
"DoorSensor","false","63752"
"MotionSensor","motion-detected","63758"
"DoorSensor","false","63761"
"MotionSensor","motion-detected","63767"
"DoorSensor","false","63770"
"MotionSensor","motion-detected","63776"
"DoorSensor","false","63779"
"MotionSensor","motion-detected","63785"
"DoorSensor","false","63788"
"MotionSensor","motion-detected","63794"
"DoorSensor","false","63797"
"MotionSensor","motion-detected","63803"
"DoorSensor","false","63806"
"MotionSensor","motion-detected","63812"
"DoorSensor","false","63815"
"MotionSensor","motion-detected","63821"
"DoorSensor","false","63824"
"MotionSensor","motion-detected","63830"
"DoorSensor","false","63833"
"MotionSensor","motion-detected","63839"
"DoorSensor","false","63842"
"MotionSensor","motion-detected","63848"
"DoorSensor","false","63851"
"MotionSensor","motion-detected","63857"
"DoorSensor","false","63860"
"MotionSensor","motion-detected","63866"
"DoorSensor","false","63869"
"MotionSensor","motion-detected","63875"
"DoorSensor","false","63878"
"MotionSensor","motion-detected","63884"
"DoorSensor","false","63887"
"MotionSensor","motion-detected","63893"
"DoorSensor","false","63896"
"MotionSensor","motion-detected","63902"
"DoorSensor","false","63905"
"MotionSensor","motion-detected","63911"
"DoorSensor","false","63914"
"MotionSensor","motion-detected","63920"
"DoorSensor","false","63923"
"MotionSensor","motion-detected","63929"
"DoorSensor","false","63932"
"MotionSensor","motion-detected","63938"
"DoorSensor","false","63941"
"MotionSensor","motion-detected","63947"
"DoorSensor","false","63950"
"MotionSensor","motion-detected","63956"
"DoorSensor","false","63959"
"MotionSensor","motion-detected","63965"
"DoorSensor","false","63968"
"MotionSensor","motion-detected","63974"
"DoorSensor","false","63977"
"MotionSensor","motion-detected","63983"
"DoorSensor","false","63986"
"MotionSensor","motion-detected","63992"
"DoorSensor","false","63995"
"MotionSensor","motion-detected","64001"
"DoorSensor","false","64004"
"MotionSensor","motion-detected","64010"
"DoorSensor","false","64013"
"MotionSensor","motion-detected","64019"
"DoorSensor","false","64022"
"MotionSensor","motion-detected","64028"
"DoorSensor","false","64031"
"MotionSensor","motion-detected","64037"
"DoorSensor","false","64040"
"MotionSensor","motion-detected","64046"
"DoorSensor","false","64049"
"MotionSensor","motion-detected","64055"
"DoorSensor","false","64058"
"MotionSensor","motion-detected","64064"
"DoorSensor","false","64067"
"MotionSensor","motion-detected","64073"
"DoorSensor","false","64076"
"MotionSensor","motion-detected","64082"
"DoorSensor","false","64085"
"MotionSensor","motion-detected","64091"
"DoorSensor","false","64094"
"MotionSensor","motion-detected","64100"
"DoorSensor","false","64103"
"MotionSensor","motion-detected","64109"
"DoorSensor","false","64112"
"MotionSensor","motion-detected","64118"
"DoorSensor","false","64121"
"MotionSensor","motion-detected","64127"
"DoorSensor","false","64130"
"MotionSensor","motion-detected","64136"
"DoorSensor","false","64139"
"MotionSensor","motion-detected","64145"
"DoorSensor","false","64148"
"MotionSensor","motion-detected","64154"
"DoorSensor","false","64157"
"MotionSensor","motion-detected","64163"
"DoorSensor","false","64166"
"MotionSensor","motion-detected","64172"
"DoorSensor","false","64175"
"MotionSensor","motion-detected","64181"
"DoorSensor","false","64184"
"MotionSensor","motion-detected","64190"
"DoorSensor","false","64193"
"MotionSensor","motion-detected","64199"
"DoorSensor","false","64202"
"MotionSensor","motion-detected","64208"
"DoorSensor","false","64211"
"MotionSensor","motion-detected","64217"
"DoorSensor","false","64220"
"MotionSensor","motion-detected","64226"
"DoorSensor","false","64229"
"MotionSensor","motion-detected","64235"
"DoorSensor","false","64238"
"MotionSensor","motion-detected","64244"
"DoorSensor","false","64247"
"MotionSensor","motion-detected","64253"
"DoorSensor","false","64256"
"MotionSensor","motion-detected","64262"
"DoorSensor","false","64265"
"MotionSensor","motion-detected","64271"
"DoorSensor","false","64274"
"MotionSensor","motion-detected","64280"
"DoorSensor","false","64283"
"MotionSensor","motion-detected","64289"
"DoorSensor","false","64292"
"MotionSensor","motion-detected","64298"
"DoorSensor","false","64301"
"MotionSensor","motion-detected","64307"
"DoorSensor","false","64310"
"MotionSensor","motion-detected","64316"
"DoorSensor","false","64319"
"MotionSensor","motion-detected","64325"
"DoorSensor","false","64328"
"MotionSensor","motion-detected","64334"
"DoorSensor","false","64337"
"MotionSensor","motion-detected","64343"
"DoorSensor","false","64346"
"MotionSensor","motion-detected","64352"
"DoorSensor","false","64355"
"MotionSensor","motion-detected","64361"
"DoorSensor","false","64364"
"MotionSensor","motion-detected","64370"
"DoorSensor","false","64373"
"MotionSensor","motion-detected","64379"
"DoorSensor","false","64382"
"MotionSensor","motion-detected","64388"
"DoorSensor","false","64391"
"MotionSensor","motion-detected","64397"
"DoorSensor","false","64400"
"MotionSensor","motion-detected","64406"
"DoorSensor","false","64409"
"MotionSensor","motion-detected","64415"
"DoorSensor","false","64418"
"MotionSensor","motion-detected","64424"
"DoorSensor","false","64427"
"MotionSensor","motion-detected","64433"
"DoorSensor","false","64436"
"MotionSensor","motion-detected","64442"
"DoorSensor","false","64445"
"MotionSensor","motion-detected","64451"
"DoorSensor","false","64454"
"MotionSensor","motion-detected","64460"
"DoorSensor","false","64463"
"MotionSensor","motion-detected","64469"
"DoorSensor","false","64472"
"MotionSensor","motion-detected","64478"
"DoorSensor","false","64481"
"MotionSensor","motion-detected","64487"
"DoorSensor","false","64490"
"MotionSensor","motion-detected","64496"
"DoorSensor","false","64499"
"MotionSensor","motion-detected","64505"
"DoorSensor","false","64508"
"MotionSensor","motion-detected","64514"
"DoorSensor","false","64517"
"MotionSensor","motion-detected","64523"
"DoorSensor","false","64526"
"MotionSensor","motion-detected","64532"
"DoorSensor","false","64535"
"MotionSensor","motion-detected","64541"
"DoorSensor","false","64544"
"MotionSensor","motion-detected","64550"
"DoorSensor","false","64553"
"MotionSensor","motion-detected","64559"
"DoorSensor","false","64562"
"MotionSensor","motion-detected","64568"
"DoorSensor","false","64571"
"MotionSensor","motion-detected","64577"
"DoorSensor","false","64580"
"MotionSensor","motion-detected","64586"
"DoorSensor","false","64589"
"MotionSensor","motion-detected","64595"
"DoorSensor","false","64598"
"MotionSensor","motion-detected","64604"
"DoorSensor","false","64607"
"MotionSensor","motion-detected","64613"
"DoorSensor","false","64616"
"MotionSensor","motion-detected","64622"
"DoorSensor","false","64625"
"MotionSensor","motion-detected","64631"
"DoorSensor","false","64634"
"MotionSensor","motion-detected","64640"
"DoorSensor","false","64643"
"MotionSensor","motion-detected","64649"
"DoorSensor","false","64652"
"MotionSensor","motion-detected","64658"
"DoorSensor","false","64661"
"MotionSensor","motion-detected","64667"
"DoorSensor","false","64670"
"MotionSensor","motion-detected","64676"
"DoorSensor","false","64679"
"MotionSensor","motion-detected","64685"
"DoorSensor","false","64688"
"MotionSensor","motion-detected","64694"
"DoorSensor","false","64697"
"MotionSensor","motion-detected","64703"
"DoorSensor","false","64706"
"MotionSensor","motion-detected","64712"
"DoorSensor","false","64715"
"MotionSensor","motion-detected","64721"
"DoorSensor","false","64724"
"MotionSensor","motion-detected","64730"
"DoorSensor","false","64733"
"MotionSensor","motion-detected","64739"
"DoorSensor","false","64742"
"MotionSensor","motion-detected","64748"
"DoorSensor","false","64751"
"MotionSensor","motion-detected","64757"
"DoorSensor","false","64760"
"MotionSensor","motion-detected","64766"
"DoorSensor","false","64769"
"MotionSensor","motion-detected","64775"
"DoorSensor","false","64778"
"MotionSensor","motion-detected","64784"
"DoorSensor","false","64787"
"MotionSensor","motion-detected","64793"
"DoorSensor","false","64796"
"MotionSensor","motion-detected","64802"
"DoorSensor","false","64805"
"MotionSensor","motion-detected","64811"
"DoorSensor","false","64814"
"MotionSensor","motion-detected","64820"
"DoorSensor","false","64823"
"MotionSensor","motion-detected","64829"
"DoorSensor","false","64832"
"MotionSensor","motion-detected","64838"
"DoorSensor","false","64841"
"MotionSensor","motion-detected","64847"
"DoorSensor","false","64850"
"MotionSensor","motion-detected","64856"
"DoorSensor","false","64859"
"MotionSensor","motion-detected","64865"
"DoorSensor","false","64868"
"MotionSensor","motion-detected","64874"
"DoorSensor","false","64877"
"MotionSensor","motion-detected","64883"
"DoorSensor","false","64886"
"MotionSensor","motion-detected","64892"
"DoorSensor","false","64895"
"MotionSensor","motion-detected","64901"
"DoorSensor","false","64904"
"MotionSensor","motion-detected","64910"
"DoorSensor","false","64913"
"MotionSensor","motion-detected","64919"
"DoorSensor","false","64922"
"MotionSensor","motion-detected","64928"
"DoorSensor","false","64931"
"MotionSensor","motion-detected","64937"
"DoorSensor","false","64940"
"MotionSensor","motion-detected","64946"
"DoorSensor","false","64949"
"MotionSensor","motion-detected","64955"
"DoorSensor","false","64958"
"MotionSensor","motion-detected","64964"
"DoorSensor","false","64967"
"MotionSensor","motion-detected","64973"
"DoorSensor","false","64976"
"MotionSensor","motion-detected","64982"
"DoorSensor","false","64985"
"MotionSensor","motion-detected","64991"
"DoorSensor","false","64994"
"MotionSensor","motion-detected","65000"
"DoorSensor","false","65003"
"MotionSensor","motion-detected","65009"
"DoorSensor","false","65012"
"MotionSensor","motion-detected","65018"
"DoorSensor","false","65021"
"MotionSensor","motion-detected","65027"
"DoorSensor","false","65030"
"MotionSensor","motion-detected","65036"
"DoorSensor","false","65039"
"MotionSensor","motion-detected","65045"
"DoorSensor","false","65048"
"MotionSensor","motion-detected","65054"
"DoorSensor","false","65057"
"MotionSensor","motion-detected","65063"
"DoorSensor","false","65066"
"MotionSensor","motion-detected","65072"
"DoorSensor","false","65075"
"MotionSensor","motion-detected","65081"
"DoorSensor","false","65084"
"MotionSensor","motion-detected","65090"
"DoorSensor","false","65093"
"MotionSensor","motion-detected","65099"
"DoorSensor","false","65102"
"MotionSensor","motion-detected","65108"
"DoorSensor","false","65111"
"MotionSensor","motion-detected","65117"
"DoorSensor","false","65120"
"MotionSensor","motion-detected","65126"
"DoorSensor","false","65129"
"MotionSensor","motion-detected","65135"
"DoorSensor","false","65138"
"MotionSensor","motion-detected","65144"
"DoorSensor","false","65147"
"MotionSensor","motion-detected","65153"
"DoorSensor","false","65156"
"MotionSensor","motion-detected","65162"
"DoorSensor","false","65165"
"MotionSensor","motion-detected","65171"
"DoorSensor","false","65174"
"MotionSensor","motion-detected","65180"
"DoorSensor","false","65183"
"MotionSensor","motion-detected","65189"
"DoorSensor","false","65192"
"MotionSensor","motion-detected","65198"
"DoorSensor","false","65201"
"MotionSensor","motion-detected","65207"
"DoorSensor","false","65210"
"MotionSensor","motion-detected","65216"
"DoorSensor","false","65219"
"MotionSensor","motion-detected","65225"
"DoorSensor","false","65228"
"MotionSensor","motion-detected","65234"
"DoorSensor","false","65237"
"MotionSensor","motion-detected","65243"
"DoorSensor","false","65246"
"MotionSensor","motion-detected","65252"
"DoorSensor","false","65255"
"MotionSensor","motion-detected","65261"
"DoorSensor","false","65264"
"MotionSensor","motion-detected","65270"
"DoorSensor","false","65273"
"MotionSensor","motion-detected","65279"
"DoorSensor","false","65282"
"MotionSensor","motion-detected","65288"
"DoorSensor","false","65291"
"MotionSensor","motion-detected","65297"
"DoorSensor","false","65300"
"MotionSensor","motion-detected","65306"
"DoorSensor","false","65309"
"MotionSensor","motion-detected","65315"
"DoorSensor","false","65318"
"MotionSensor","motion-detected","65324"
"DoorSensor","false","65327"
"MotionSensor","motion-detected","65333"
"DoorSensor","false","65336"
"MotionSensor","motion-detected","65342"
"DoorSensor","false","65345"
"MotionSensor","motion-detected","65351"
"DoorSensor","false","65354"
"MotionSensor","motion-detected","65360"
"DoorSensor","false","65363"
"MotionSensor","motion-detected","65369"
"DoorSensor","false","65372"
"MotionSensor","motion-detected","65378"
"DoorSensor","false","65381"
"MotionSensor","motion-detected","65387"
"DoorSensor","false","65390"
"MotionSensor","motion-detected","65396"
"DoorSensor","false","65399"
"MotionSensor","motion-detected","65405"
"DoorSensor","false","65408"
"MotionSensor","motion-detected","65414"
"DoorSensor","false","65417"
"MotionSensor","motion-detected","65423"
"DoorSensor","false","65426"
"MotionSensor","motion-detected","65432"
"DoorSensor","false","65435"
"MotionSensor","motion-detected","65441"
"DoorSensor","false","65444"
"MotionSensor","motion-detected","65450"
"TemperatureSensor","0.0","65454"
"Outlet","on","65455"
"DoorSensor","false","65457"
"MotionSensor","motion-detected","65463"
"DoorSensor","false","65466"
"MotionSensor","motion-detected","65472"
"DoorSensor","false","65475"
"MotionSensor","motion-detected","65481"
"DoorSensor","false","65484"
"MotionSensor","motion-detected","65490"
"DoorSensor","false","65493"
"MotionSensor","motion-detected","65499"
"DoorSensor","false","65502"
"MotionSensor","motion-detected","65508"
"DoorSensor","false","65511"
"MotionSensor","motion-detected","65517"
"DoorSensor","false","65520"
"MotionSensor","motion-detected","65526"
"DoorSensor","false","65529"
"MotionSensor","motion-detected","65535"
"DoorSensor","false","65538"
"MotionSensor","motion-detected","65544"
"DoorSensor","false","65547"
"MotionSensor","motion-detected","65553"
"DoorSensor","false","65556"
"MotionSensor","motion-detected","65562"
"DoorSensor","false","65565"
"MotionSensor","motion-detected","65571"
"DoorSensor","false","65574"
"MotionSensor","motion-detected","65580"
"DoorSensor","false","65583"
"MotionSensor","motion-detected","65589"
"DoorSensor","false","65592"
"MotionSensor","motion-detected","65598"
"DoorSensor","false","65601"
"MotionSensor","motion-detected","65607"
"DoorSensor","false","65610"
"MotionSensor","motion-detected","65616"
"DoorSensor","false","65619"
"MotionSensor","motion-detected","65625"
"DoorSensor","false","65628"
"MotionSensor","motion-detected","65634"
"DoorSensor","false","65637"
"MotionSensor","motion-detected","65643"
"DoorSensor","false","65646"
"MotionSensor","motion-detected","65652"
"DoorSensor","false","65655"
"MotionSensor","motion-detected","65661"
"DoorSensor","false","65664"
"MotionSensor","motion-detected","65670"
"DoorSensor","false","65673"
"MotionSensor","motion-detected","65679"
"DoorSensor","false","65682"
"MotionSensor","motion-detected","65688"
"DoorSensor","false","65691"
"MotionSensor","motion-detected","65697"
"DoorSensor","false","65700"
"MotionSensor","motion-detected","65706"
"DoorSensor","false","65709"
"MotionSensor","motion-detected","65715"
"DoorSensor","false","65718"
"MotionSensor","motion-detected","65724"
"DoorSensor","false","65727"
"MotionSensor","motion-detected","65733"
"DoorSensor","false","65736"
"MotionSensor","motion-detected","65742"
"DoorSensor","false","65745"
"MotionSensor","motion-detected","65751"
"DoorSensor","false","65754"
"MotionSensor","motion-detected","65760"
"DoorSensor","false","65763"
"MotionSensor","motion-detected","65769"
"DoorSensor","false","65772"
"MotionSensor","motion-detected","65778"
"DoorSensor","false","65781"
"MotionSensor","motion-detected","65787"
"DoorSensor","false","65790"
"MotionSensor","motion-detected","65796"
"DoorSensor","false","65799"
"MotionSensor","motion-detected","65805"
"DoorSensor","false","65808"
"MotionSensor","motion-detected","65814"
"DoorSensor","false","65817"
"MotionSensor","motion-detected","65823"
"DoorSensor","false","65826"
"MotionSensor","motion-detected","65832"
"DoorSensor","false","65835"
"MotionSensor","motion-detected","65841"
"DoorSensor","false","65844"
"MotionSensor","motion-detected","65850"
"DoorSensor","false","65853"
"MotionSensor","motion-detected","65859"
"DoorSensor","false","65862"
"MotionSensor","motion-detected","65868"
"DoorSensor","false","65871"
"MotionSensor","motion-detected","65877"
"DoorSensor","false","65880"
"MotionSensor","motion-detected","65886"
"DoorSensor","false","65889"
"MotionSensor","motion-detected","65895"
"DoorSensor","false","65898"
"MotionSensor","motion-detected","65904"
"DoorSensor","false","65907"
"MotionSensor","motion-detected","65913"
"DoorSensor","false","65916"
"MotionSensor","motion-detected","65922"
"DoorSensor","false","65925"
"MotionSensor","motion-detected","65931"
"DoorSensor","false","65934"
"MotionSensor","motion-detected","65940"
"DoorSensor","false","65943"
"MotionSensor","motion-detected","65949"
"DoorSensor","false","65952"
"MotionSensor","motion-detected","65958"
"DoorSensor","false","65961"
"MotionSensor","motion-detected","65967"
"DoorSensor","false","65970"
"MotionSensor","motion-detected","65976"
"DoorSensor","false","65979"
"MotionSensor","motion-detected","65985"
"DoorSensor","false","65988"
"MotionSensor","motion-detected","65994"
"DoorSensor","false","65997"
"MotionSensor","motion-detected","66003"
"DoorSensor","false","66006"
"MotionSensor","motion-detected","66012"
"DoorSensor","false","66015"
"MotionSensor","motion-detected","66021"
"DoorSensor","false","66024"
"MotionSensor","motion-detected","66030"
"DoorSensor","false","66033"
"MotionSensor","motion-detected","66039"
"DoorSensor","false","66042"
"MotionSensor","motion-detected","66048"
"DoorSensor","false","66051"
"MotionSensor","motion-detected","66057"
"DoorSensor","false","66060"
"MotionSensor","motion-detected","66066"
"DoorSensor","false","66069"
"MotionSensor","motion-detected","66075"
"DoorSensor","false","66078"
"MotionSensor","motion-detected","66084"
"DoorSensor","false","66087"
"MotionSensor","motion-detected","66093"
"DoorSensor","false","66096"
"MotionSensor","motion-detected","66102"
"DoorSensor","false","66105"
"MotionSensor","motion-detected","66111"
"DoorSensor","false","66114"
"MotionSensor","motion-detected","66120"
"DoorSensor","false","66123"
"MotionSensor","motion-detected","66129"
"DoorSensor","false","66132"
"MotionSensor","motion-detected","66138"
"DoorSensor","false","66141"
"MotionSensor","motion-detected","66147"
"DoorSensor","false","66150"
"MotionSensor","motion-detected","66156"
"DoorSensor","false","66159"
"MotionSensor","motion-detected","66165"
"DoorSensor","false","66168"
"MotionSensor","motion-detected","66174"
"DoorSensor","false","66177"
"MotionSensor","motion-detected","66183"
"DoorSensor","false","66186"
"MotionSensor","motion-detected","66192"
"DoorSensor","false","66195"
"MotionSensor","motion-detected","66201"
"DoorSensor","false","66204"
"MotionSensor","motion-detected","66210"
"DoorSensor","false","66213"
"MotionSensor","motion-detected","66219"
"DoorSensor","false","66222"
"MotionSensor","motion-detected","66228"
"DoorSensor","false","66231"
"MotionSensor","motion-detected","66237"
"DoorSensor","false","66240"
"MotionSensor","motion-detected","66246"
"DoorSensor","false","66249"
"MotionSensor","motion-detected","66255"
"DoorSensor","false","66258"
"MotionSensor","motion-detected","66264"
"DoorSensor","false","66267"
"MotionSensor","motion-detected","66273"
"DoorSensor","false","66276"
"MotionSensor","motion-detected","66282"
"DoorSensor","false","66285"
"MotionSensor","motion-detected","66291"
"DoorSensor","false","66294"
"MotionSensor","motion-detected","66300"
"DoorSensor","false","66303"
"MotionSensor","motion-detected","66309"
"DoorSensor","false","66312"
"MotionSensor","motion-detected","66318"
"DoorSensor","false","66321"
"MotionSensor","motion-detected","66327"
"DoorSensor","false","66330"
"MotionSensor","motion-detected","66336"
"DoorSensor","false","66339"
"MotionSensor","motion-detected","66345"
"DoorSensor","false","66348"
"MotionSensor","motion-detected","66354"
"DoorSensor","false","66357"
"MotionSensor","motion-detected","66363"
"DoorSensor","false","66366"
"MotionSensor","motion-detected","66372"
"DoorSensor","false","66375"
"MotionSensor","motion-detected","66381"
"DoorSensor","false","66384"
"MotionSensor","motion-detected","66390"
"DoorSensor","false","66393"
"MotionSensor","motion-detected","66399"
"DoorSensor","false","66402"
"MotionSensor","motion-detected","66408"
"DoorSensor","false","66411"
"MotionSensor","motion-detected","66417"
"DoorSensor","false","66420"
"MotionSensor","motion-detected","66426"
"DoorSensor","false","66429"
"MotionSensor","motion-detected","66435"
"DoorSensor","false","66438"
"MotionSensor","motion-detected","66444"
"DoorSensor","false","66447"
"MotionSensor","motion-detected","66453"
"DoorSensor","false","66456"
"MotionSensor","motion-detected","66462"
"DoorSensor","false","66465"
"MotionSensor","motion-detected","66471"
"DoorSensor","false","66474"
"MotionSensor","motion-detected","66480"
"DoorSensor","false","66483"
"MotionSensor","motion-detected","66489"
"DoorSensor","false","66492"
"MotionSensor","motion-detected","66498"
"DoorSensor","false","66501"
"MotionSensor","motion-detected","66507"
"DoorSensor","false","66510"
"MotionSensor","motion-detected","66516"
"DoorSensor","false","66519"
"MotionSensor","motion-detected","66525"
"DoorSensor","false","66528"
"MotionSensor","motion-detected","66534"
"DoorSensor","false","66537"
"MotionSensor","motion-detected","66543"
"DoorSensor","false","66546"
"MotionSensor","motion-detected","66552"
"DoorSensor","false","66555"
"MotionSensor","motion-detected","66561"
"DoorSensor","false","66564"
"MotionSensor","motion-detected","66570"
"DoorSensor","false","66573"
"MotionSensor","motion-detected","66579"
"DoorSensor","false","66582"
"MotionSensor","motion-detected","66588"
"DoorSensor","false","66591"
"MotionSensor","motion-detected","66597"
"DoorSensor","false","66600"
"MotionSensor","motion-detected","66606"
"DoorSensor","false","66609"
"MotionSensor","motion-detected","66615"
"DoorSensor","false","66618"
"MotionSensor","motion-detected","66624"
"DoorSensor","false","66627"
"MotionSensor","motion-detected","66633"
"DoorSensor","false","66636"
"MotionSensor","motion-detected","66642"
"DoorSensor","false","66645"
"MotionSensor","motion-detected","66651"
"DoorSensor","false","66654"
"MotionSensor","motion-detected","66660"
"DoorSensor","false","66663"
"MotionSensor","motion-detected","66669"
"DoorSensor","false","66672"
"MotionSensor","motion-detected","66678"
"DoorSensor","false","66681"
"MotionSensor","motion-detected","66687"
"DoorSensor","false","66690"
"MotionSensor","motion-detected","66696"
"DoorSensor","false","66699"
"MotionSensor","motion-detected","66705"
"DoorSensor","false","66708"
"MotionSensor","motion-detected","66714"
"DoorSensor","false","66717"
"MotionSensor","motion-detected","66723"
"DoorSensor","false","66726"
